2026-03-13 10:05:54.093956,VTUL 130300Z 15005KT 060V200 8000 OVC030 24/17 Q101,GREEN
2026-03-13 10:11:18.345944,VTUL 130300Z 15005KT 060V200 8000 OVC030 24/17 Q1019 NOSIG,GREEN
